CNPJ,Razão Social,Nome Fantasia,Categoria,Unidade,Unidade Executora,Proposta,Porte,Condição de Pagamento,Emissão,Status,Valor total,Natureza Produto,Ano
682642000118,Ilumina Instalacoes Ltda,Ilumuna Instalacoes,Indústria,Cambona,Cambona,Sesi Cambona - Seguranca Do Trabalho - Ilumina (obra Edf Studio Iv),3. Pequeno,Boleto - Dia 15,2026-06-30,Aceita,1108.5,Segurança Do Trabalho,2026
5132476000108,Proteica Alimentos Limitada,Proteica,Indústria,Arapiraca,Arapiraca,Mao De Obra Tecnica Especializada - Proteica,3. Pequeno,Boleto - Dia 5,2026-06-30,Aguardando Interno,60765.83999999989,Segurança Do Trabalho,2026
6204078000104,J S Oliveira Tropical Ltda,Biscoito Tropical,Indústria,Arapiraca,Arapiraca,Servico Em Sst  - J S Oliveira Tropical Ltda,3. Pequeno,Boleto - Dia 10,2026-06-30,Em Negociação,2067.1900000000005,Segurança Do Trabalho,2026
13982530000124,Hotel Lua Cheia Ltda,Hotel Lua Cheia,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst + Ho - Hotel Lua Cheia,4. Micro,Boleto - Dia 15,2026-06-30,Em Negociação,4207.440000000002,Segurança Do Trabalho,2026
18403814000132,Hotel Refugio Ltda,Hotel Refugio Maceio,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Hotel Refugio,4. Micro,Boleto - Dia 15,2026-06-30,Em Negociação,4117.680000000009,Segurança Do Trabalho,2026
26155529000178,Superpaver Asfaltos Ltda,Superpaver Asfaltos Ltda,Indústria,Tabuleiro,Tabuleiro,Ufas - Avaliacao Quantitativa De Btxe  - Superpaver Asfaltos Ltda,3. Pequeno,Boleto - Dia 10,2026-06-30,Em Negociação,0.0,Segurança Do Trabalho,2026
3921745000181,Jbr Pneus Comercio E Servicos Ltda,Jbr Pneus,Indústria,Tabuleiro,Tabuleiro,Ufas - Medicoes - Jbr Pneus,3. Pequeno,Boleto - Dia 10,2026-06-29,Em Negociação,5152.950000000001,Segurança Do Trabalho,2026
17597297000117,Metric Usinagem Ltda,Metric Usinagem,Indústria,Tabuleiro,Tabuleiro,Ufas - Ppp- Metric Usinagem,4. Micro,Boleto - Dia 10,2026-06-29,Aceita,180.0,Segurança Do Trabalho,2026
46632939000170,M G Dos Santos Pousada E Restaurante,Pousada E Restaurante Mama Pereira,Não Indústria,Tabuleiro,Tabuleiro,Ufas - Combo Sst (renovacao) - Pousada E Restaurante Mama Pereira,4. Micro,Boleto - Dia 10,2026-06-29,Em Negociação,3015.6000000000026,Segurança Do Trabalho,2026
11918091000165,Condominio Do Edificio San Marino Residence Service,Condominio Do Edificio San Marino Residence Service,Não Indústria,Cambona,Cambona,Sesi Farol - Assistencia Tecnica Pericia Judicial - San Marino Residence Service,3. Pequeno,Boleto - Dia 15,2026-06-26,Em Negociação,2000.0,Segurança Do Trabalho,2026
25079321000154,Sacramento E Almeida Ltda,Castro Bistro-Bar,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst + Ho - Castro Bistro,3. Pequeno,Boleto - Dia 15,2026-06-26,Em Negociação,5411.760000000002,Segurança Do Trabalho,2026
35371749000120,Encanto Do Tear Ltda,O Encanto De Tear,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Encanto De Tear,4. Micro,Boleto - Dia 15,2026-06-26,Em Negociação,2945.520000000007,Segurança Do Trabalho,2026
298863000197,Farmacia De Manip Derm E Cosmetica Ltda,Farmacia De Manip Derm E Cosmetica Ltda,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Farmaderm Centro,4. Micro,Boleto - Dia 15,2026-06-25,Em Negociação,3372.960000000006,Segurança Do Trabalho,2026
3887992000109,Cam Clinica De Anestesiologia De Maceio Ltda.,Cam,Não Indústria,Cambona,Cambona,"Sesi Farol - Pcmso, Pgr E Pae - Cam Clinica De Anestesiologia De Maceio Ltda",4. Micro,Boleto - Dia 15,2026-06-25,Em Negociação,1920.89,Segurança Do Trabalho,2026
9066964000107,Alianca Construcoes Ltda,Alianca Construcoes Ltda,Indústria,Cambona,Cambona,Sesi Cambona - Mao De Obra - Alianca Construcoes,3. Pequeno,Boleto - Dia 25,2026-06-25,Em Negociação,171584.40000000002,Segurança Do Trabalho,2026
24208048000158,Ferbras Ferragens Brasil Ltda,Ferbras Ferragens Brasil,Não Indústria,Tabuleiro,Tabuleiro,Ufas - Combo Sst (renovacao) - Ferbras Ferragens Brasil,4. Micro,Boleto - Dia 10,2026-06-25,Em Negociação,3014.3999999999996,Segurança Do Trabalho,2026
29061526000163,Dpmc Comercio De Agua Mineral Ltda,Agua Mineral Refresq,Indústria,Tabuleiro,Tabuleiro,Ufas - Renovacao (combo Sst) - Agua Mineral Refresq,3. Pequeno,Boleto - Dia 10,2026-06-25,Em Negociação,7730.399999999999,Segurança Do Trabalho,2026
4735821000127,Amorim Comercio E Servicos Ltda.,Amorim Comercio E Servicos Ltda.,Não Indústria,Cambona,Cambona,Sesi Farol - Seguranca Do Trabalho - Amorim Comercio E Servicos Ltda.,4. Micro,Boleto - Dia 5,2026-06-23,Em Negociação,2945.520000000007,Segurança Do Trabalho,2026
4735910000173,Sociedade Cunha & Madureira Ltda,Farmaderm,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Farmaderm Cidade Universitaria,4. Micro,Boleto - Dia 15,2026-06-23,Em Negociação,3825.1200000000026,Segurança Do Trabalho,2026
4735910000254,Sociedade Cunha & Madureira Ltda,Farmaderm,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Farmaderm Jatiuca,4. Micro,Boleto - Dia 15,2026-06-23,Em Negociação,3825.120000000003,Segurança Do Trabalho,2026
7042588000195,Bomfim & Jatoba Advogados Associados,Bj - Advogados Associados,Não Indústria,Cambona,Cambona,"Sesi Farol - Renovacao De Combo Sst - Bomfim, Jatoba, Lins E Lobo Advogados Associados",4. Micro,Boleto - Dia 15,2026-06-23,Aceita,1150.0800000000008,Segurança Do Trabalho,2026
10659395000192,Pre-Moldados Empresarial Alagoas Ltda,Pre-Moldados Alagoas Ltda,Indústria,Tabuleiro,Tabuleiro,Combo Sst (renovacao) - Pre-moldados Empresarial Alagoas Ltda,4. Micro,Boleto - Dia 10,2026-06-23,Aceita,3037.44,Segurança Do Trabalho,2026
11901336000141,W. Pereira De Carvalho,Wr Engenharia & Servicos,Indústria,Cambona,Cambona,Sesi Farol - Pgr E Pcmso - Wr Engenharia & Servicos,4. Micro,Boleto - Dia 15,2026-06-23,Em Negociação,1726.6100000000001,Segurança Do Trabalho,2026
43078549000101,R R Comercio E Auto Servicos Ltda,Efraim Service Car,Indústria,Arapiraca,Arapiraca,Combo Sst - R R Comercio E Auto Servicos Ltda  -  Efraim Service Car,4. Micro,Boleto - Dia 5,2026-06-23,Em Negociação,2325.6000000000013,Segurança Do Trabalho,2026
69973477000150,Ortotrauma Servicos Medicos Ltda,Ortoclinica,Não Indústria,Cambona,Cambona,Sesi Cambona - Renovacao De Combo Sst- Ortoclinica Ortotrauma Servicos Medicos Ltda,3. Pequeno,Boleto - Dia 15,2026-06-23,Em Negociação,7013.280000000005,Segurança Do Trabalho,2026
237471000118,"Melro, Sampaio & Cia Ltda",Flores Do Parque,Não Indústria,Cambona,Cambona,"Saude E Seguranca - Melro, Sampaio & Cia Ltda - Renovacao 2026",4. Micro,Boleto - Dia 15,2026-06-22,Em Negociação,3924.4800000000073,Segurança Do Trabalho,2026
682642000118,Ilumina Instalacoes Ltda,Ilumuna Instalacoes,Indústria,Cambona,Cambona,Sesi Cambona - Seguranca Do Trabalho - Ilumina Instalacoes (meraki),3. Pequeno,Boleto - Dia 5,2026-06-22,Aceita,1108.5,Segurança Do Trabalho,2026
682642000118,Ilumina Instalacoes Ltda,Ilumuna Instalacoes,Indústria,Cambona,Cambona,Sesi Cambona - Seguranca Do Trabalho - Ilumina Instalacoes (lucarini),3. Pequeno,Boleto - Dia 5,2026-06-22,Aceita,1108.5,Segurança Do Trabalho,2026
1106583000100,Sacramento E Moreira Ltda,Akuaba,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Sacramento E Moreira Ltda Me (akuaba),3. Pequeno,Boleto - Dia 15,2026-06-22,Aceita,5272.320000000008,Segurança Do Trabalho,2026
4396985000258,Previparq Ltda,Previparq Ltda,Não Indústria,Cambona,Cambona,Saude E Seguranca - Previda Unidade Central De Velorios - Renovacao 2026,3. Pequeno,Boleto - Dia 15,2026-06-22,Em Negociação,4765.200000000004,Segurança Do Trabalho,2026
4396985000258,Previparq Ltda,Previparq Ltda,Não Indústria,Cambona,Cambona,Saude E Seguranca - Previda Unidade Central De Velorios - Renovacao 2026,3. Pequeno,Boleto - Dia 25,2026-06-22,Em Negociação,1952.1600000000008,Segurança Do Trabalho,2026
6009273000183,Memorial Parque De Maceio Ltda,,Não Indústria,Tabuleiro,Cambona,Sesi Cambona - Combo De Sst - Memorial Parque De Maceio Ltda,3. Pequeno,Boleto - Dia 10,2026-06-22,Em Negociação,11531.520000000037,Segurança Do Trabalho,2026
6937784000165,Solidez Engenharia Ltda,Solidez Engenharia Ltda,Indústria,Cambona,Cambona,Sesi Farol - Combo Sst - Obra Park Plaza Murilopolis - Solidez Engenharia,3. Pequeno,Boleto - Dia 25,2026-06-22,Aguardando Interno,19024.560000000012,Segurança Do Trabalho,2026
8448300000140,Tal Propaganda E Comunicacao Ltda,Tal Propaganda E Comunicacao Ltda,Não Indústria,Cambona,Cambona,Sesi Farol - Seguranca No Trabalho - Artecetera,4. Micro,Boleto - Dia 5,2026-06-22,Em Negociação,3657.1199999999935,Segurança Do Trabalho,2026
9338997000169,System 2000 Centro De Idiomas Ltda,System 2000,Não Indústria,Cambona,Cambona,Sesi Farol - Pgr E Pcmso - System 2000 Centro De Idiomas Ltda,3. Pequeno,Boleto - Dia 15,2026-06-22,Aguardando Interno,1350.0,Segurança Do Trabalho,2026
11669055000105,Mro Servicos Logisticos S.A.,Mro Servicos Logisticos S.A.,Não Indústria,Arapiraca,Cambona,Sesi Cambona - Laudos E Medicoes - Mro Servicos Logisticos S.a,3. Pequeno,Boleto - Dia 25,2026-06-22,Em Negociação,14059.969999999994,Segurança Do Trabalho,2026
12164854000192,Industria De Cimentos De Alagoas Ltda,Cimento Zumbi,Indústria,Cambona,Cambona,Sesi Farol - Cimento Zumbi - Ppp,3. Pequeno,Boleto - Dia 10,2026-06-22,Em Negociação,315.0,Segurança Do Trabalho,2026
12301511000122,Parque Das Flores Administracao Ltda,Parque Das Flores,Não Indústria,Cambona,Cambona,Saude E Seguranca - Parque Das Flores Administracao - Renovacao 2026,3. Pequeno,Boleto - Dia 15,2026-06-22,Em Negociação,11180.88,Segurança Do Trabalho,2026
24174070000124,Record Planejamento E Construcao Ltda,Record Planejamento E Construcao Ltda,Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Record Construcoes,3. Pequeno,Boleto - Dia 15,2026-06-22,Em Negociação,3680.1600000000017,Segurança Do Trabalho,2026
35292769000105,Fpb Empreendimentos Ltda,Fpb Empreendimentos Ltda,Não Indústria,Cambona,Cambona,Sesi Cambona - Combo De Sst - Fpb Empreendimentos Ltda,3. Pequeno,Boleto - Dia 10,2026-06-22,Em Negociação,6165.360000000006,Segurança Do Trabalho,2026
37999873000160,Cemiterio Reserva Da Paz Ltda,Reserva Da Paz,Não Indústria,Cambona,Cambona,Sesi Cambona - Combo De Sst - Cemiterio Reserva Da Paz  Ltda,4. Micro,Boleto - Dia 20,2026-06-22,Em Negociação,4275.360000000006,Segurança Do Trabalho,2026
48905364000147,48.905.364 Paulo Marcos Da Silva,48.905.364 Paulo Marcos Da Silva,Não Indústria,Cambona,Cambona,Sesi Farol -renovacao De Combo Sst - Toa Restaurante Ltda,4. Micro,Boleto - Dia 15,2026-06-22,Em Negociação,7566.71999999999,Segurança Do Trabalho,2026
682642000118,Ilumina Instalacoes Ltda,Ilumuna Instalacoes,Indústria,Cambona,Cambona,Sesi Cambona - Seguranca Do Trabalho - Ilumina Instalacoes (trend Studios),3. Pequeno,Boleto - Dia 5,2026-06-17,Aceita,1108.5,Segurança Do Trabalho,2026
682642000118,Ilumina Instalacoes Ltda,Ilumuna Instalacoes,Indústria,Cambona,Cambona,Sesi Cambona - Seguranca Do Trabalho - Ilumina Instalacoes (obra Toledo),3. Pequeno,Boleto - Dia 5,2026-06-17,Aceita,1108.5,Segurança Do Trabalho,2026
1336881000189,Armario Quarto E Cozinha Ind. E Com. Ltda,Artifex,Indústria,Cambona,Cambona,Sesi Cambona - Cresce Industria -  Artifex,4. Micro,Boleto - Dia 5,2026-06-17,Aceita,580.0000000000002,Segurança Do Trabalho,2026
2327768000108,E L Rocha Dedetizadora,Insetofone,Não Indústria,Cambona,Cambona,Sesi Farol - Pgr - Insetofone,3. Pequeno,Boleto - Dia 20,2026-06-17,Em Negociação,1567.5,Segurança Do Trabalho,2026
11592537000104,Labplus Diagnostica Ltda,Labplus Diagnostica,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Biomax Reagentes E Equipamentos Eireli (labplus Diagnostica),4. Micro,Boleto - Dia 15,2026-06-17,Em Negociação,4254.479999999999,Segurança Do Trabalho,2026
22213186000108,Pysf Concretos E Argamassas Ltda,Pysf Concretos E Argamassas Ltda,Indústria,Tabuleiro,Tabuleiro,Ufas - Ppp (jose Alcione Da Silva) - Pysf Concretos E Argamassas Eireli,3. Pequeno,Boleto - Dia 10,2026-06-17,Em Negociação,675.0,Segurança Do Trabalho,2026
22213186000108,Pysf Concretos E Argamassas Ltda,Pysf Concretos E Argamassas Ltda,Indústria,Tabuleiro,Tabuleiro,Ufas - Ppp (benedito Luiz Dos Santos Filho) - Pysf Concretos E Argamassas Eireli,3. Pequeno,Boleto - Dia 10,2026-06-17,Em Negociação,675.0,Segurança Do Trabalho,2026
22341335000106,Cruz E Correia Industria De Sorvetes Ltda,Manga Rosa Sorvetes,Indústria,Cambona,Cambona,Sesi Cambona - Cresce Industria - Cruz E Correia Industria De Sorvetes Ltda,4. Micro,Boleto - Dia 25,2026-06-17,Aceita,850.0,Segurança Do Trabalho,2026
23878186000181,Centro De Educacao Infantil Bilingue Ltda,Centro De Educacao Infantil Bilingue Ltda,Não Indústria,Cambona,Cambona,Sesi Farol - Pgr E Pcmso - Centro De Educacao Infantil Bilingue Ltda,3. Pequeno,Boleto - Dia 15,2026-06-17,Aguardando Interno,1350.0,Segurança Do Trabalho,2026
25164354000100,Condominio Riacho Doce Residence Flat,Condominio Riacho Doce Residence,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Condominio Riacho Doce Residence Flat,3. Pequeno,Boleto - Dia 15,2026-06-17,Em Negociação,4749.839999999999,Segurança Do Trabalho,2026
35956639000120,System Express Ltda,,Não Indústria,Cambona,Cambona,Sesi Farol - Esocial - System Express Ltda,3. Pequeno,Boleto - Dia 15,2026-06-17,Aguardando Interno,1549.92,Segurança Do Trabalho,2026
42150391000170,Braskem S.A,Braskem,Indústria,Cambona,Cambona,Sesi Cambona - Contrato De Mao De Obra (gestao De Terceiros) - Braskem,3. Pequeno,Boleto - Dia 20,2026-06-17,Aceita,496900.6,Segurança Do Trabalho,2026
42150391000170,Braskem S.A,Braskem,Indústria,Cambona,Cambona,Sesi Cambona - Contrato De Mao De Obra (gestao De Treinamentos) - Braskem,3. Pequeno,Boleto - Dia 20,2026-06-17,Aceita,47111.22,Segurança Do Trabalho,2026
12835997000189,Panificadora E Lanchonete Primor Ltda,Panificadora E Lanchonete Primor Ltda,Indústria,Arapiraca,Arapiraca,Cresce Industria -  Panificadora E Lanchonete Primor Ltda - Panificadora E Lanchonete Primor,4. Micro,Boleto - Dia 5,2026-06-16,Aceita,279.9999999999999,Segurança Do Trabalho,2026
25245517000171,Consorcio Construtor Alta Maceio,Consorcio Construtor Alta Maceio,Indústria,Tabuleiro,Tabuleiro,Sesi Tabuleiro - Combo Sst - Consorcio Construtor Alta Maceio,4. Micro,Boleto - Dia 10,2026-06-12,Em Negociação,2547.5,Segurança Do Trabalho,2026
6371307001580,Harcos Comercio E Servicos Ltda,Harcos Comercio E Servicos Ltda,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst - Harcos Comercio E Servicos Ltda,4. Micro,Boleto - Dia 15,2026-06-11,Em Negociação,3442.5600000000027,Segurança Do Trabalho,2026
21583852000129,Parmegianno Iate Club Ltda,Parma Gestao,Não Indústria,Cambona,Cambona,Sesi Farol - Renovacao De Combo Sst + H.o - Parmegianno Iate Club Eireli,3. Pequeno,Boleto - Dia 15,2026-06-11,Em Negociação,6282.960000000017,Segurança Do Trabalho,2026
28154598000192,M De Almeida  Barros Ltda,Panificacao Dona Amelia,Indústria,Cambona,Cambona,Sesi Cambona - Cresce Industria - Panificacao Dona Amelia Jacarecica,4. Micro,Boleto - Dia 5,2026-06-11,Aceita,490.0,Segurança Do Trabalho,2026
41579259000116,Colmob Industria E Comercio De Moveis Ltda,Colmob Industria De Mobiliarios,Indústria,Tabuleiro,Tabuleiro,Sesi Tabuleiro - Combo Sst - Colmob Industria De Mobiliarios,3. Pequeno,Boleto - Dia 10,2026-06-11,Em Negociação,3486.4800000000005,Segurança Do Trabalho,2026
2177802000105,Gm Auto Capas Al Ltda,Gm Auto Capas,Indústria,Cambona,Cambona,Sesi Cambona - Renovacao Do Combo Sst - Gm Auto Capas,4. Micro,Boleto - Dia 15,2026-06-10,Aguardando Interno,2492.6399999999967,Segurança Do Trabalho,2026
9066964000107,Alianca Construcoes Ltda,Alianca Construcoes Ltda,Indústria,Cambona,Cambona,Sesi Cambona - Bm De Maio De 2026 - Alianca Construcoes,3. Pequeno,Boleto - Dia 10,2026-06-09,Aceita,2628.0,Segurança Do Trabalho,2026
19216314000154,Acioli Industria E Comercio De Produtos Descartaveis Ltda,Acioly,Indústria,Tabuleiro,Tabuleiro,Ufas - Combo Sst (renovacao) - Acioli Industria E Comercio De Produtos Descartaveis Eireli,3. Pequeno,Boleto - Dia 10,2026-06-09,Em Negociação,3637.9200000000096,Segurança Do Trabalho,2026
20725521000113,Boulevard 1089 Apoio Administrativo Ltda,Boulevard 1089,Não Indústria,Tabuleiro,Tabuleiro,Ufas - Combo Sst (renovacao) - Boulevard 1089,4. Micro,Boleto - Dia 10,2026-06-09,Aceita,2372.160000000002,Segurança Do Trabalho,2026
4769851000154,Erivaldo Da Costa,Aramoveis,Indústria,Arapiraca,Arapiraca,Cresce Industria - Erivaldo Da Costa,4. Micro,Boleto - Dia 5,2026-06-08,Aceita,280.00000000000017,Segurança Do Trabalho,2026
7849197000187,Diniz & Rocha Ltda,Illa Sorvetes,Não Indústria,Tabuleiro,Tabuleiro,Ufas - Combo Sst (renovacao - Illa Sorvetes,4. Micro,Boleto - Dia 10,2026-06-08,Em Negociação,3015.6000000000026,Segurança Do Trabalho,2026
12517413000127,Servico De Apoio As M E P Empresas De Alagoas-Sebrae-Al,Sebrae-Al,Não Indústria,Cambona,Arapiraca,Saude E Seguranca - Sebrae (renovacao Do Contrato 2026),3. Pequeno,Boleto - Dia 10,2026-06-08,Aceita,25122.029999999995,Segurança Do Trabalho,2026
12517413000127,Servico De Apoio As M E P Empresas De Alagoas-Sebrae-Al,Sebrae-Al,Não Indústria,Cambona,Arapiraca,Saude E Seguranca - Sebrae (renovacao Do Contrato 2026),3. Pequeno,Boleto - Dia 15,2026-06-08,Aceita,8685.56,Segurança Do Trabalho,2026
12517413000127,Servico De Apoio As M E P Empresas De Alagoas-Sebrae-Al,Sebrae-Al,Não Indústria,Cambona,Cambona,Saude E Seguranca - Sebrae (renovacao Do Contrato 2026),3. Pequeno,Boleto - Dia 10,2026-06-08,Aceita,15602.01,Segurança Do Trabalho,2026
12517413000127,Servico De Apoio As M E P Empresas De Alagoas-Sebrae-Al,Sebrae-Al,Não Indústria,Cambona,Cambona,Saude E Seguranca - Sebrae (renovacao Do Contrato 2026),3. Pequeno,Boleto - Dia 15,2026-06-08,Aceita,2171.44,Segurança Do Trabalho,2026
20701861000104,Panificacao Rio Branco Ltda,Panificacao Rio Branco Ltda,Indústria,Cambona,Cambona,Sesi Cambona - Esocial - Panificacao Rio Branco Ltda - Epp,4. Micro,Boleto - Dia 5,2026-06-08,Em Negociação,800.0,Segurança Do Trabalho,2026
50381197000124,F L C Da S Buarque Policlinica,Policlinica,Não Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Sst - Policlinica,4. Micro,Boleto - Dia 15,2026-06-08,Em Negociação,2613.120000000003,Segurança Do Trabalho,2026
54209896000142,C B Da Costa Aramoveis Ltda,Aramoveis,Indústria,Arapiraca,Arapiraca,Cresce Industria - C B Da Costa Aramoveis Ltda,4. Micro,Boleto - Dia 5,2026-06-08,Aceita,280.00000000000017,Segurança Do Trabalho,2026
54845919000105,M E Dos S Silva,Eli Fast Service,Não Indústria,Tabuleiro,Tabuleiro,Ufas - Combo Sst - M E Dos S Silva,4. Micro,Boleto - Dia 10,2026-06-05,Em Negociação,3015.6000000000026,Segurança Do Trabalho,2026
1301040000136,Grafpel Ind Grafica Ltda,Grafpel,Indústria,Cambona,Cambona,Sesi Cambona - Cresce Industria - Grafpel,4. Micro,"Cartao De Credito, Parcelado",2026-06-03,Aceita,610.0,Segurança Do Trabalho,2026
10500326000131,Madeiras Do Brasil Do Agreste Ltda,Acasa,Não Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Sst -  Madeiras Do Brasil Do Agreste Ltda - Me,3. Pequeno,Boleto - Dia 15,2026-06-03,Em Negociação,4871.520000000002,Segurança Do Trabalho,2026
10547384000110,Acesso10 Internet Ltda,Acesso10 Telecom,Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Sst - Acesso10 Telecom,4. Micro,Boleto - Dia 15,2026-06-03,Em Negociação,4899.839999999997,Segurança Do Trabalho,2026
22213186000108,Pysf Concretos E Argamassas Ltda,Pysf Concretos E Argamassas Ltda,Indústria,Tabuleiro,Tabuleiro,Ufas - Ppp - Pysf Concretos E Argamassas Eireli,3. Pequeno,Boleto - Dia 10,2026-06-03,Em Negociação,315.0,Segurança Do Trabalho,2026
26491141000148,Autopecas Angelo Falcao Ltda,Itamar Autopecas,Não Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Sst - Itamar Autopecas,4. Micro,Boleto - Dia 15,2026-06-03,Em Negociação,2945.520000000003,Segurança Do Trabalho,2026
33614220000164,Jeremias L Barbosa Granja,Granja Dois Irmaos,Não Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Sst- Granja Dois Irmaos,4. Micro,Boleto - Dia 15,2026-06-03,Em Negociação,3718.319999999998,Segurança Do Trabalho,2026
35578782000125,Cardiomed Arapiraca Ltda,Cardiomed Arapiraca,Não Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Sst - Cardiomed Arapiraca,4. Micro,Boleto - Dia 15,2026-06-03,Aceita,2635.44000000001,Segurança Do Trabalho,2026
38333461000159,Iabs Empresa Social Comercio Ltda,Iabs Empresa Social Comercio Ltda,Indústria,Cambona,Cambona,Sesi Cambona - Medicoes - Iabs Instituto Brasileiro De Desenvolvimento E Sustentabilidade,4. Micro,Boleto - Dia 15,2026-06-03,Em Negociação,1054.3600000000001,Segurança Do Trabalho,2026
39651797000122,Nuoki Parque Restaurante Ltda,Nuoki Parque Restaurante,Não Indústria,Cambona,Tabuleiro,Ufas - Combo Sst - Nuoki Parque Restaurante Ltda,4. Micro,Boleto - Dia 10,2026-06-03,Em Negociação,2051.05,Segurança Do Trabalho,2026
51533527000112,Atacadista De Fraldas Mundial Ltda,Atacadista De Fraldas Mundial Ltda,Não Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Ssst -  51.533.527/0001-12,4. Micro,Boleto - Dia 15,2026-06-03,Aceita,3609.599999999989,Segurança Do Trabalho,2026
3178923000126,Versan Empreendimentos Limitada,Versan Empreendimentos Limitada,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Versan Empreendimentos Limitada,3. Pequeno,Boleto - Dia 15,2026-06-02,Em Negociação,7531.68,Segurança Do Trabalho,2026
4396985000681,Previparq Ltda,Previparq Ltda,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Previparq  Palmeira Dos Indios,3. Pequeno,Boleto - Dia 15,2026-06-02,Em Negociação,7094.159999999992,Segurança Do Trabalho,2026
5771122000103,Am Incorporacoes E Administracoes Ltda,Am Incorporacoes E Administracoes Ltda,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Am Incorporacoes E Administracoes Ltda,4. Micro,Boleto - Dia 15,2026-06-02,Em Negociação,7274.640000000001,Segurança Do Trabalho,2026
10771790000162,Mesha Tecnologia E Sistemas Ltda,Mesha,Não Indústria,Cambona,Cambona,Sesi Cambona - Seguranca Do Trabalho - Mesha,3. Pequeno,Boleto - Dia 5,2026-06-02,Cancelada,3894.7199999999957,Segurança Do Trabalho,2026
18217007000125,Condominio Residencial Allegro,Condominio Residencial Allegro,Não Indústria,Tabuleiro,Tabuleiro,Ufas - Combo Sst - Condominio Residencial Allegro,4. Micro,Boleto - Dia 10,2026-06-02,Em Negociação,3690.2400000000025,Segurança Do Trabalho,2026
1899414000167,Mecbrun-Industria E Comercio Ltda,Mecbrun Industrial,Indústria,Cambona,Cambona,Sesi Cambona - Ltcat + Ho - Mecbrun Industrial,3. Pequeno,Boleto - Dia 25,2026-06-01,Aceita,6988.729999999996,Segurança Do Trabalho,2026
3178923000126,Versan Empreendimentos Limitada,Versan Empreendimentos Limitada,Não Indústria,Arapiraca,Arapiraca,Pericia Judicial Tecnica - Versan Empreendimentos Limitada,3. Pequeno,Boleto - Dia 10,2026-06-01,Em Negociação,2000.0,Segurança Do Trabalho,2026
4224419000188,N B Dos Santos Aluminios,Aluminio Estrela,Indústria,Arapiraca,Arapiraca,Cresce Industria - N B Dos Santos Aluminios - Epp,4. Micro,Boleto - Dia 5,2026-06-01,Aceita,280.0000000000001,Segurança Do Trabalho,2026
5308387000161,Rosa Maria Braz Da Silva,Santuario Moda Intima,Indústria,Arapiraca,Arapiraca,Cresce Industria - Santuario Moda Intima,4. Micro,Boleto - Dia 5,2026-06-01,Cancelada,560.0,Segurança Do Trabalho,2026
10610031000118,Jc Construcoes E Empreendimentos Imobiliarios Ltda - Em Recuperacao Judicial,Jc Construcoes E Empreendimentos Imobiliarios Ltda - Em Recuperacao Judicial,Indústria,Cambona,Cambona,Sesi Cambona - Seguranca Do Trabalho - Jc Construcoes E Empreendimentos Imobiliarios Ltda - Em Recuperacao Judicial,4. Micro,Boleto - Dia 5,2026-06-01,Cancelada,315.0,Segurança Do Trabalho,2026
11069316000318,Tubos Tigre-Ads Do Brasil Limitada,Tubos Tigre-Ads Do Brasil Limitada,Indústria,Cambona,Cambona,Sesi Cambona - Aet + Pae - Tubos Tigre,3. Pequeno,Boleto - Dia 15,2026-06-01,Em Negociação,5967.5,Segurança Do Trabalho,2026
13158812000101,I G Da Silva  Ltda,Is Promotora,Não Indústria,Arapiraca,Arapiraca,Renovacao Do Combo De Sst - Is Promotora,4. Micro,Boleto - Dia 15,2026-06-01,Cancelada,2613.1200000000085,Segurança Do Trabalho,2026
23693654000143,"Indumaster - Maquinas, Equipamentos E Manutencao Ltda",Indumaster,Indústria,Arapiraca,Arapiraca,Cresce Industria - Indumaster,3. Pequeno,Boleto - Dia 20,2026-06-01,Aceita,439.99999999999966,Segurança Do Trabalho,2026
